gene	existing_group	repaired_reporting_group	reason_for_group_assignment	magma_summary	snRNA_summary	twas_summary	spatial_summary	bulk_summary_if_available	downgrade_reason	upgrade_reason	human_review_required	notes
GIPC1		R4	MAGMA priority is present but strong snRNA context is absent or partial.	fdr05; rank=283	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0166	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2			no	Do not call this a causal tier.
ANKRD6		R4	MAGMA priority is present but strong snRNA context is absent or partial.	fdr05; rank=284	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0486	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2			no	Do not call this a causal tier.
HLF		R4	MAGMA priority is present but strong snRNA context is absent or partial.	fdr05; rank=318	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.00312	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2			no	Do not call this a causal tier.
USP40		R4	MAGMA priority is present but strong snRNA context is absent or partial.	fdr05; rank=320	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0036	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2			no	Do not call this a causal tier.
GNAZ		R4	MAGMA priority is present but strong snRNA context is absent or partial.	fdr05; rank=336	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=3.93e-14	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2			no	Do not call this a causal tier.
MPHOSPH9		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=404	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0418	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
TMBIM1		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=410	not_assessed; No candidate-level snRNA summary available.	stronger_proxy_annotation_only; model=multi_snp_proxy; FDR=0.0296	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
TRPV6		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=504	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0323	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
TMC4		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=584	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0486	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
STMN3		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=1304	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0308	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
S100A16		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=1578	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0423	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
SPI1		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=1581	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0335	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
CHAC1		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=1606	not_assessed; No candidate-level snRNA summary available.	stronger_proxy_annotation_only; model=multi_snp_proxy; FDR=0.0366	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
ZNF468		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=1934	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.00606	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
ARL15		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=3029	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0186	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
FHL3		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=3280	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0308	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
RNASEH2C		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized; rank=4280	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0298	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
C6orf48		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.000154	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
RP11-298J23.10		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized	not_assessed; No candidate-level snRNA summary available.	stronger_proxy_annotation_only; model=multi_snp_proxy; FDR=0.00667	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
TIMM8B		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0254	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
RP11-116D17.3		R5	FDR TWAS proxy exists without MAGMA priority; supplementary only.	not_magma_prioritized	not_assessed; No candidate-level snRNA summary available.	weak_proxy_annotation_only; model=one_snp_proxy; FDR=0.0486	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	One-SNP or TWAS-only signal is retained only as proxy annotation and cannot drive priority.		yes	Do not call this a causal tier.
BPNT1	Exploratory	R6	Insufficient repaired MAGMA/snRNA/TWAS support for priority reporting.	not_magma_prioritized; rank=408	not_assessed; No candidate-level snRNA summary available.	no_positive_twas_evidence; model=not_tested_or_not_in_model	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	Insufficient repaired priority evidence under conservative rules.		no	Do not call this a causal tier.
KIF21A	Exploratory	R6	Insufficient repaired MAGMA/snRNA/TWAS support for priority reporting.	not_magma_prioritized; rank=3677	not_assessed; No candidate-level snRNA summary available.	no_positive_twas_evidence; model=not_tested_or_not_in_model	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	Insufficient repaired priority evidence under conservative rules.		no	Do not call this a causal tier.
FAM13A	Exploratory	R6	Insufficient repaired MAGMA/snRNA/TWAS support for priority reporting.	not_magma_prioritized; rank=5283	not_assessed; No candidate-level snRNA summary available.	no_positive_twas_evidence; model=not_tested_or_not_in_model	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	Insufficient repaired priority evidence under conservative rules.		no	Do not call this a causal tier.
UNC13C	Exploratory	R6	Insufficient repaired MAGMA/snRNA/TWAS support for priority reporting.	not_magma_prioritized; rank=8601	not_assessed; No candidate-level snRNA summary available.	no_positive_twas_evidence; model=not_tested_or_not_in_model	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	Insufficient repaired priority evidence under conservative rules.		no	Do not call this a causal tier.
GRIK2	Exploratory	R6	Insufficient repaired MAGMA/snRNA/TWAS support for priority reporting.	not_magma_prioritized; rank=11320	not_assessed; No candidate-level snRNA summary available.	no_positive_twas_evidence; model=not_fdr_supported; FDR=0.886	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	Insufficient repaired priority evidence under conservative rules.		no	Do not call this a causal tier.
SPAG17	Exploratory	R6	Insufficient repaired MAGMA/snRNA/TWAS support for priority reporting.	not_magma_prioritized; rank=12361	not_assessed; No candidate-level snRNA summary available.	no_positive_twas_evidence; model=not_tested_or_not_in_model	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	Insufficient repaired priority evidence under conservative rules.		no	Do not call this a causal tier.
PLA2G6	Exploratory	R6	Insufficient repaired MAGMA/snRNA/TWAS support for priority reporting.	not_magma_prioritized; rank=16403	not_assessed; No candidate-level snRNA summary available.	no_positive_twas_evidence; model=not_tested_or_not_in_model	Supplementary context only; not claim-grade and not used for group assignment.	pending_not_repaired_in_phase4_step2	Insufficient repaired priority evidence under conservative rules.		no	Do not call this a causal tier.
